B B
B1CO1 B1O[CH2:1]1
B1CO1 C1O[BH:1]1
B1CO1 O1[BH:1][CH2:1]1
B1COBCO1 B1COB[CH2:1]O1
B1COBCO1 B1CO[BH:1]CO1
B1COBO1 B1OC[BH:1]O1
B1COBOBO1 B1OBO[CH2:1]BO1
B1COC1 B1CO[CH2:1]1
B1COCCO1 C1CO[BH:1]CO1
B1COCCP1 B1PCCO[CH2:1]1
B1COCCS1 B1COCC[S:1]1
B1COCCS1 B1SCCO[CH2:1]1
B1COCCS1 C1C[S:1][BH:1][CH2:1]O1
B1COCO1 B1CO[CH2:1]O1
B1COCO1 C1OC[BH:1]O1
B1COCOC1 B1COCO[CH2:1]1
B1COCOC1 B1CO[CH2:1]OC1
B1COCOC1 C1OC[BH:1]CO1
B1COON1 C1OON[BH:1]1
B1COP1 B1PO[CH2:1]1
B1COPO1 B1CO[PH:1]O1
B1CP1 B1C[PH:1]1
B1CP1 B1P[CH2:1]1
B1CPN1 C1PN[BH:1]1
B1CS1 B1C[S:1]1
B1CS1 B1S[CH2:1]1
B1CS1 B1[CH2:1][S:1]1
B1CS1 C1S[BH:1]1
B1CSCSC1 B1CS[CH2:1]SC1
B1CSCSC1 C1SC[BH:1]CS1
B1N=CCCN1 C1=N[BH:1]NCC1
B1N=CCCS1 C1=N[BH:1]SCC1
B1NBNBN1 B1NBN[BH:1]N1
B1NBNBN1 B1NB[NH:1]BN1
B1NBNBN1 B1NB[NH:1][BH:1]N1
B1NBNBN1 B1N[BH:1][NH:1][BH:1]N1
B1NBNN1 B1NNB[NH:1]1
B1NBNN1 B1NN[BH:1]N1
B1NBNPN1 B1NPN[BH:1]N1
B1NBOBO1 B1NBO[BH:1]O1
B1NBON1 B1NO[BH:1]N1
B1NC=CCN1 B1NCC=C[NH:1]1
B1NC=CCN1 B1NCC=[CH:1]N1
B1NC=CCN1 B1NCC=[CH:1][NH:1]1
B1NC=CCN1 C1=CN[BH:1]NC1
B1NC=CN1 B1NC=C[NH:1]1
B1NC=CN1 B1NC=[CH:1]N1
B1NC=CN1 B1N[CH:1]=[CH:1]N1
B1NC=CN1 C1=CN[BH:1]N1
B1NC=CO1 B1N[CH:1]=CO1
